filepath,tags
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Spectacle shots/Screenshot_20230723_143838.png,"143838,20230723,screenshot,spectacle shots"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Spectacle shots/Screenshot_20230723_143854.png,"143854,20230723,screenshot,spectacle shots"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Spectacle shots/Screenshot_20230731_193848.png,"193848,20230731,screenshot,spectacle shots"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Spectacle shots/Screenshot_20230802_211028.png,"20230802,211028,screenshot,spectacle shots"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Spectacle shots/Screenshot_20230803_110045.png,"110045,20230803,screenshot,spectacle shots"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Spectacle shots/Screenshot_20230809_114111.png,"114111,20230809,screenshot,spectacle shots"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Spectacle shots/Screenshot_20230817_091105.png,"091105,20230817,screenshot,spectacle shots"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Spectacle shots/Screenshot_20230817_102943.png,"102943,20230817,screenshot,spectacle shots"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Spectacle shots/Screenshot_20230824_223049.png,"20230824,223049,screenshot,spectacle shots"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Spectacle shots/Screenshot_20230824_224159.png,"20230824,224159,screenshot,spectacle shots"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Spectacle shots/Screenshot_20230824_225114.png,"20230824,225114,screenshot,spectacle shots"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Spectacle shots/Screenshot_20230828_184709.png,"184709,20230828,screenshot,spectacle shots"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Spectacle shots/Screenshot_20230830_193036.png,"193036,20230830,screenshot,spectacle shots"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Spectacle shots/Screenshot_20230830_214114.png,"20230830,214114,screenshot,spectacle shots"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Spectacle shots/Screenshot_20230901_213149.png,"20230901,213149,screenshot,spectacle shots"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Spectacle shots/Screenshot_20230923_112141.png,"112141,20230923,screenshot,spectacle shots"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Spectacle shots/Screenshot_20231004_165738-1.png,"165738,20231004,screenshot,spectacle shots"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Spectacle shots/Screenshot_20231004_165738.png,"165738,20231004,screenshot,spectacle shots"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/1.png,wallpapers
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/1355002.jpg,"1355002,wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/159160.png,"159160,wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/1661410366191228.png,"1661410366191228,wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/1661487229360830.png,"1661487229360830,wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/2022-09-19-Star Trails and Lightning over the Pyrenees.jpg,"2022,star trails and lightning over the pyrenees,wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/223972.png,"223972,wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/ameer-basheer-gV6taBJuBTk-unsplash.jpg,"ameer,basheer,gv6tabjubtk,unsplash,wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/bernd-dittrich-ElA4mGgdjB0-unsplash.jpg,"bernd,dittrich,ela4mggdjb0,unsplash,wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/blisswindows-xp-4k-enhanced-with-topaz-gigapixel-a.i-3840×2160.jpg,
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/clay-banks-u27Rrbs9Dwc-unsplash.jpg,"banks,clay,u27rrbs9dwc,unsplash,wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/daniel-leone-v7daTKlZzaw-unsplash.jpg,"daniel,leone,unsplash,v7datklzzaw,wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/elliott-engelmann-DjlKxYFJlTc-unsplash.png,"djlkxyfjltc,elliott,engelmann,unsplash,wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/frank-zinsli-mqaT8DT48-c-unsplash.png,"frank,mqat8dt48,unsplash,wallpapers,zinsli"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/guillermo-ferla-YmJr6sJJDSw-unsplash.jpg,"ferla,guillermo,unsplash,wallpapers,ymjr6sjjdsw"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/jackson-hendry-eodA_8CTOFo-unsplash.jpg,"8ctofo,eoda,hendry,jackson,unsplash,wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/jeremy-perkins-uhjiu8FjnsQ-unsplash.jpg,"jeremy,perkins,uhjiu8fjnsq,unsplash,wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/joe-t0o5YSQZ_VQ-unsplash.png,"joe,t0o5ysqz,unsplash,wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/jonas-elia-x6HHgq2zDvI-unsplash.jpg,"elia,jonas,unsplash,wallpapers,x6hhgq2zdvi"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Mac Backgrounds Wallpapers_25.jpg,"mac backgrounds wallpapers,wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Mascaloona - Dakshin (16-9) (3840 x 2160).jpg," dakshin (16,9) (3840 x 2160),mascaloona ,wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/matteo-vella-R0IocwcZQk8-unsplash.png,"matteo,r0iocwczqk8,unsplash,vella,wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/mountain5.jpg,"mountain5,wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/nasa-Q1p7bh3SHj8-unsplash.png,"nasa,q1p7bh3shj8,unsplash,wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/nathan-anderson-iYO-EGosrCo-unsplash.png,"anderson,egosrco,iyo,nathan,unsplash,wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/neha-maheen-mahfin-FtiAj6ggKnU-unsplash.jpg,"ftiaj6ggknu,maheen,mahfin,neha,unsplash,wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/planet-volumes-yTo1u-i1pVI-unsplash.jpg,"i1pvi,planet,unsplash,volumes,wallpapers,yto1u"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/riccardo-chiarini-gYCMiZp-A7E-unsplash.png,"a7e,chiarini,gycmizp,riccardo,unsplash,wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/saturn-dark-5k-sx.jpg,"dark,saturn,wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/spacex-VBNb52J8Trk-unsplash.jpg,"spacex,unsplash,vbnb52j8trk,wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/sukanya-basu-jSnlgP0eNO0-unsplash.png,"basu,jsnlgp0eno0,sukanya,unsplash,wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/thom-schneider-iSYYLt2rKac-unsplash.jpg,"isyylt2rkac,schneider,thom,unsplash,wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/venti-views-XUGsoYhKzUM-unsplash.png,"unsplash,venti,views,wallpapers,xugsoyhkzum"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/wallpaper.jpeg,"wallpaper,wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/wallpaper.png,"wallpaper,wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/wallpaperflare.com_wallpaper.jpg,"wallpaper,wallpaperflare.com,wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/zac-ong-JHN1-mpgXjo-unsplash.png,"jhn1,mpgxjo,ong,unsplash,wallpapers,zac"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Abstract/01.jpg,"abstract,desktop,wallpapers,wallpapers/desktop,wallpapers/desktop/abstract"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Abstract/02.jpg,"abstract,desktop,wallpapers,wallpapers/desktop,wallpapers/desktop/abstract"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Abstract/03.jpg,"abstract,desktop,wallpapers,wallpapers/desktop,wallpapers/desktop/abstract"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Abstract/04.jpg,"abstract,desktop,wallpapers,wallpapers/desktop,wallpapers/desktop/abstract"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Abstract/05.jpg,"abstract,desktop,wallpapers,wallpapers/desktop,wallpapers/desktop/abstract"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Abstract/06.jpg,"abstract,desktop,wallpapers,wallpapers/desktop,wallpapers/desktop/abstract"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Abstract/07.jpg,"abstract,desktop,wallpapers,wallpapers/desktop,wallpapers/desktop/abstract"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Abstract/08.jpg,"abstract,desktop,wallpapers,wallpapers/desktop,wallpapers/desktop/abstract"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Bird_s Eye/01.png,"bird_s eye,desktop,wallpapers,wallpapers/desktop,wallpapers/desktop/bird_s eye"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Bird_s Eye/02.png,"bird_s eye,desktop,wallpapers,wallpapers/desktop,wallpapers/desktop/bird_s eye"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Bird_s Eye/03.png,"bird_s eye,desktop,wallpapers,wallpapers/desktop,wallpapers/desktop/bird_s eye"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Bird_s Eye/04.png,"bird_s eye,desktop,wallpapers,wallpapers/desktop,wallpapers/desktop/bird_s eye"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Bird_s Eye/05.png,"bird_s eye,desktop,wallpapers,wallpapers/desktop,wallpapers/desktop/bird_s eye"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Bird_s Eye/06.png,"bird_s eye,desktop,wallpapers,wallpapers/desktop,wallpapers/desktop/bird_s eye"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Bird_s Eye/07.png,"bird_s eye,desktop,wallpapers,wallpapers/desktop,wallpapers/desktop/bird_s eye"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Bird_s Eye/08.png,"bird_s eye,desktop,wallpapers,wallpapers/desktop,wallpapers/desktop/bird_s eye"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Bird_s Eye/09.png,"bird_s eye,desktop,wallpapers,wallpapers/desktop,wallpapers/desktop/bird_s eye"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Cities/01.jpg,"cities,desktop,wallpapers,wallpapers/desktop,wallpapers/desktop/cities"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Cities/02.jpg,"cities,desktop,wallpapers,wallpapers/desktop,wallpapers/desktop/cities"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Cities/03.jpg,"cities,desktop,wallpapers,wallpapers/desktop,wallpapers/desktop/cities"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Cities/04.jpg,"cities,desktop,wallpapers,wallpapers/desktop,wallpapers/desktop/cities"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Cities/05.jpg,"cities,desktop,wallpapers,wallpapers/desktop,wallpapers/desktop/cities"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Cities/06.jpg,"cities,desktop,wallpapers,wallpapers/desktop,wallpapers/desktop/cities"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Colour Burst/01.jpg,"colour burst,desktop,wallpapers,wallpapers/desktop,wallpapers/desktop/colour burst"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Colour Burst/02.jpg,"colour burst,desktop,wallpapers,wallpapers/desktop,wallpapers/desktop/colour burst"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Colour Burst/03.jpg,"colour burst,desktop,wallpapers,wallpapers/desktop,wallpapers/desktop/colour burst"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Deserts/01.jpg,"deserts,desktop,wallpapers,wallpapers/desktop,wallpapers/desktop/deserts"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Deserts/02.jpg,"deserts,desktop,wallpapers,wallpapers/desktop,wallpapers/desktop/deserts"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Deserts/03.jpg,"deserts,desktop,wallpapers,wallpapers/desktop,wallpapers/desktop/deserts"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Deserts/04.jpg,"deserts,desktop,wallpapers,wallpapers/desktop,wallpapers/desktop/deserts"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Deserts/05.jpg,"deserts,desktop,wallpapers,wallpapers/desktop,wallpapers/desktop/deserts"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Deserts/06.jpg,"deserts,desktop,wallpapers,wallpapers/desktop,wallpapers/desktop/deserts"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Deserts/07.jpg,"deserts,desktop,wallpapers,wallpapers/desktop,wallpapers/desktop/deserts"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Deserts/08.jpg,"deserts,desktop,wallpapers,wallpapers/desktop,wallpapers/desktop/deserts"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Deserts/09.jpg,"deserts,desktop,wallpapers,wallpapers/desktop,wallpapers/desktop/deserts"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Facets/02.jpg,"desktop,facets,wallpapers,wallpapers/desktop,wallpapers/desktop/facets"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Facets/03.jpg,"desktop,facets,wallpapers,wallpapers/desktop,wallpapers/desktop/facets"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Facets/04.jpg,"desktop,facets,wallpapers,wallpapers/desktop,wallpapers/desktop/facets"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Facets/05.jpg,"desktop,facets,wallpapers,wallpapers/desktop,wallpapers/desktop/facets"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Facets/06.jpg,"desktop,facets,wallpapers,wallpapers/desktop,wallpapers/desktop/facets"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Facets/08.jpg,"desktop,facets,wallpapers,wallpapers/desktop,wallpapers/desktop/facets"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Facets/09.jpg,"desktop,facets,wallpapers,wallpapers/desktop,wallpapers/desktop/facets"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Facets/11.jpg,"desktop,facets,wallpapers,wallpapers/desktop,wallpapers/desktop/facets"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Facets/12.jpg,"desktop,facets,wallpapers,wallpapers/desktop,wallpapers/desktop/facets"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Facets/13.jpg,"desktop,facets,wallpapers,wallpapers/desktop,wallpapers/desktop/facets"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Facets/14.jpg,"desktop,facets,wallpapers,wallpapers/desktop,wallpapers/desktop/facets"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Facets/15.jpg,"desktop,facets,wallpapers,wallpapers/desktop,wallpapers/desktop/facets"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Facets/16.jpg,"desktop,facets,wallpapers,wallpapers/desktop,wallpapers/desktop/facets"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Liquids/01.jpg,"desktop,liquids,wallpapers,wallpapers/desktop,wallpapers/desktop/liquids"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Liquids/02.jpg,"desktop,liquids,wallpapers,wallpapers/desktop,wallpapers/desktop/liquids"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Liquids/03.jpg,"desktop,liquids,wallpapers,wallpapers/desktop,wallpapers/desktop/liquids"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Liquids/04.png,"desktop,liquids,wallpapers,wallpapers/desktop,wallpapers/desktop/liquids"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Liquids/05.png,"desktop,liquids,wallpapers,wallpapers/desktop,wallpapers/desktop/liquids"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Liquids/06.png,"desktop,liquids,wallpapers,wallpapers/desktop,wallpapers/desktop/liquids"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Liquids/07.png,"desktop,liquids,wallpapers,wallpapers/desktop,wallpapers/desktop/liquids"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Liquids/08.png,"desktop,liquids,wallpapers,wallpapers/desktop,wallpapers/desktop/liquids"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Liquids/09.png,"desktop,liquids,wallpapers,wallpapers/desktop,wallpapers/desktop/liquids"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Liquids/10.png,"desktop,liquids,wallpapers,wallpapers/desktop,wallpapers/desktop/liquids"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Liquids/11.png,"desktop,liquids,wallpapers,wallpapers/desktop,wallpapers/desktop/liquids"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Liquids/12.jpg,"desktop,liquids,wallpapers,wallpapers/desktop,wallpapers/desktop/liquids"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Liquids/13.jpg,"desktop,liquids,wallpapers,wallpapers/desktop,wallpapers/desktop/liquids"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Liquids/14.jpg,"desktop,liquids,wallpapers,wallpapers/desktop,wallpapers/desktop/liquids"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Liquids/15.jpg,"desktop,liquids,wallpapers,wallpapers/desktop,wallpapers/desktop/liquids"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Liquids/16.jpg,"desktop,liquids,wallpapers,wallpapers/desktop,wallpapers/desktop/liquids"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Liquids/17.jpg,"desktop,liquids,wallpapers,wallpapers/desktop,wallpapers/desktop/liquids"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Liquids/18.jpg,"desktop,liquids,wallpapers,wallpapers/desktop,wallpapers/desktop/liquids"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Liquids/19.jpg,"desktop,liquids,wallpapers,wallpapers/desktop,wallpapers/desktop/liquids"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Liquids/20.jpg,"desktop,liquids,wallpapers,wallpapers/desktop,wallpapers/desktop/liquids"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Mountains/01.jpg,"desktop,mountains,wallpapers,wallpapers/desktop,wallpapers/desktop/mountains"
